id,year,month,day,latitude,longitude,name,magnitude
nc72666956,2016,7,27,38.7781667,-122.7505,California,1.75
nc72666961,2016,7,27,38.7885,-122.7218333,California,0.62
pr16209003,2016,7,27,19.3997,-64.2795,British Virgin Islands,2.7
nc72666966,2016,7,27,37.5141667,-118.8263333,California,0.8
pr16209002,2016,7,27,18.0625,-66.5327,Puerto Rico,1.8
hv61354386,2016,7,27,18.789333300000006,-154.8673333,Hawaii,1.83
ak13805719,2016,7,27,54.9592,-159.6299,Alaska,2.6
ak13831356,2016,7,27,61.2406,-150.5094,Alaska,1.3
ci37640656,2016,7,27,36.01716670000001,-117.81116670000002,California,0.06
ci37640648,2016,7,27,33.5145,-116.5175,California,0.75
ci37640664,2016,7,27,32.905,-115.5326667,California,1.6
ak13806082,2016,7,27,61.1172,-150.9111,Alaska,2.3
ak13806091,2016,7,27,64.7401,-149.2947,Alaska,0.3
ak13831361,2016,7,27,54.7822,-162.2961,Alaska,2.1
ak13806093,2016,7,27,61.4464,-151.7569,Alaska,1.1
us20006i27,2016,7,27,-3.7122,131.5537,Indonesia,4.9
ak13806094,2016,7,27,63.5351,-151.9833,Alaska,0.5
ak13806095,2016,7,27,68.5121,-146.7507,Alaska,1.0
us100069gj,2016,7,27,1.3512,124.434,Indonesia,4.2
nc72666971,2016,7,27,36.7,-121.33816670000002,California,1.84
ak13831365,2016,7,27,60.2452,-141.1849,Alaska,0.9
ak13806463,2016,7,27,61.6271,-151.8501,Alaska,1.5
nc72666976,2016,7,27,36.1681667,-120.1663333,California,1.75
ak13831367,2016,7,27,61.4586,-146.6547,Alaska,1.2
ci37640696,2016,7,27,33.7398333,-117.52783329999998,California,0.59
ak13806465,2016,7,27,61.8231,-150.2247,Alaska,1.2
ci37640704,2016,7,27,33.0166667,-116.3543333,California,0.84
ak13831369,2016,7,27,61.5179,-146.4904,Alaska,1.1
nc72666986,2016,7,27,38.8160019,-122.8150024,California,0.71
hv61354436,2016,7,27,19.4034996,-155.2831726,Hawaii,2.1
ak13831370,2016,7,27,59.4809,-152.6624,Alaska,1.6
ak13806467,2016,7,27,63.2389,-151.3281,Alaska,0.6
ak13831372,2016,7,27,58.4244,-153.6441,Alaska,1.7
us100067t9,2016,7,27,52.7406,-166.6875,Alaska,3.3
uw61172232,2016,7,27,47.3855,-121.7835,Washington,1.3
us20006i2f,2016,7,27,-21.7716,-113.8676,Southern East Pacific Rise,4.8
ak13831374,2016,7,27,60.8123,-147.6027,Alaska,1.3
nc72666991,2016,7,27,38.81233220000001,-122.8181686,California,1.02
ak13806836,2016,7,27,51.1326,178.6078,Alaska,1.9
us20006i2h,2016,7,27,-23.3566,-66.9895,Argentina,4.0
ak13831376,2016,7,27,52.7317,-166.6461,Alaska,2.3
us20006i2i,2016,7,27,10.9473,124.6154,Philippines,4.9
ak13806840,2016,7,27,61.4966,-140.6142,Canada,1.1
ci37640736,2016,7,27,32.9211667,-116.2398333,California,1.02
hv61354531,2016,7,27,19.173,-155.5863333,Hawaii,1.99
ak13831378,2016,7,27,54.4634,-161.4569,Alaska,2.4
nn00553474,2016,7,27,39.8674,-119.0119,Nevada,0.8
ci37640744,2016,7,27,34.0308333,-116.7703333,California,1.34
us20006i2n,2016,7,27,-4.8676,153.6709,Papua New Guinea,4.8
ci37640752,2016,7,27,33.7811667,-115.65533329999998,California,1.03
ak13806850,2016,7,27,54.1201,-161.2719,Alaska,3.2
nc72667001,2016,7,27,37.4285,-121.7716667,California,1.22
us20006i2p,2016,7,27,35.9805,69.1573,Afghanistan,4.5
nn00553426,2016,7,27,38.6459,-118.7994,Nevada,2.0
ak13831380,2016,7,27,62.8542,-150.8216,Alaska,1.0
nc72667006,2016,7,27,38.9155,-122.8926667,California,1.74
ak13807229,2016,7,27,56.444,-158.9668,Alaska,2.0
ci37640768,2016,7,27,34.018,-116.94483329999998,California,1.53
ci37640776,2016,7,27,33.0133333,-116.3573333,California,1.82
us20006i2u,2016,7,27,-24.1725,-67.2739,Argentina,4.1
ak13831382,2016,7,27,61.45,-140.6041,Alaska,0.9
nn00553442,2016,7,27,41.8767,-119.6278,Oregon,1.6
uw61172252,2016,7,27,45.3598333,-121.7006667,Oregon,0.52
us100069gp,2016,7,27,-52.1331,27.7175,South of Africa,4.5
ci37640792,2016,7,27,36.0255,-117.7645,California,0.61
ak13807238,2016,7,27,64.6281,-147.7578,Alaska,0.4
nc72667016,2016,7,27,36.646,-121.26116670000002,California,2.09
nc72667021,2016,7,27,38.8293333,-122.8135,California,1.16
us20006i31,2016,7,27,55.1608,-159.3778,Alaska,3.6
ci37640816,2016,7,27,36.02433329999999,-117.7675,California,0.72
ci37640824,2016,7,27,36.02733329999999,-117.7651667,California,0.96
us20006i32,2016,7,27,-7.237,-76.2101,Peru,4.3
us100069gq,2016,7,27,-19.3536,-177.4688,Fiji,4.4
ak13831385,2016,7,27,59.7753,-136.57,Alaska,1.2
us20006i35,2016,7,27,36.4922,140.7568,Japan,5.3
nc72667036,2016,7,27,38.9195,-122.8885,California,1.11
ak13807656,2016,7,27,62.1606,-153.2248,Alaska,1.6
nc72667046,2016,7,27,37.4673333,-118.8923333,California,0.65
us20006i3b,2016,7,27,35.8525,-97.2357,Oklahoma,2.6
ak13831387,2016,7,27,52.7552,-166.7771,Alaska,2.2
ak13808047,2016,7,27,67.6877,-166.7916,Alaska,3.0
ak13808051,2016,7,27,62.9393,-148.3064,Alaska,1.2
ak13831390,2016,7,27,52.7361,-168.6086,Alaska,1.8
ak13831391,2016,7,27,53.9955,-163.6187,Alaska,2.0
ak13808060,2016,7,27,63.5851,-147.3953,Alaska,1.2
ak13808062,2016,7,27,63.5873,-151.1715,Alaska,0.5
ak13808063,2016,7,27,60.205,-140.9321,Alaska,1.6
nc72667051,2016,7,27,38.8226667,-122.84466670000002,California,1.56
ak13808065,2016,7,27,65.0745,-149.7254,Alaska,1.2
ci37640856,2016,7,27,33.7266667,-115.9446667,California,2.17
ak13808077,2016,7,27,63.5137,-151.2119,Alaska,1.7
ci37640864,2016,7,27,33.5185,-116.5193333,California,0.68
ak13831397,2016,7,27,59.9464,-152.8283,Alaska,1.4
ak13808084,2016,7,27,64.6442,-149.3513,Alaska,0.4
nc72667056,2016,7,27,36.4063333,-120.2075,California,2.25
uw61172322,2016,7,27,46.433,-122.3106667,Washington,1.33
ak13808483,2016,7,27,63.6092,-147.5036,Alaska,0.7
us20006i5j,2016,7,27,35.8519,-97.2366,Oklahoma,2.7
ci37640896,2016,7,27,33.9368333,-116.73633329999998,California,2.03
ak13808484,2016,7,27,66.3658,-150.1971,Alaska,1.4
ci37640904,2016,7,27,33.7276667,-115.9425,California,1.28
ak13831401,2016,7,27,52.7041,-168.5775,Alaska,1.6
ak13831402,2016,7,27,58.8044,-155.0242,Alaska,2.1
ci37640936,2016,7,27,33.4063333,-116.3943333,California,0.71
ci37640944,2016,7,27,33.7288333,-115.94433329999998,California,1.59
ak13808499,2016,7,27,64.9836,-147.3588,Alaska,1.0
ci37640960,2016,7,27,34.161333299999995,-116.80866670000002,California,2.62
ak13808896,2016,7,27,63.5895,-147.3766,Alaska,0.8
ak13808898,2016,7,27,61.174,-150.8544,Alaska,1.6
uw61172332,2016,7,27,48.2676667,-122.7643333,Washington,1.62
ak13831406,2016,7,27,52.6252,-166.8396,Alaska,2.2
nn00553525,2016,7,27,39.4179,-119.9274,Nevada,0.6
ak13808899,2016,7,27,63.3396,-153.2587,Alaska,0.7
ak13808917,2016,7,27,52.8063,-166.7396,Alaska,2.0
ak13808919,2016,7,27,58.4749,-154.4359,Alaska,1.3
ak13808958,2016,7,27,60.5164,-147.773,Alaska,1.5
ci37640976,2016,7,27,33.6343333,-116.6635,California,0.4
ci37640992,2016,7,27,34.3563333,-117.0238333,California,1.59
ak13831411,2016,7,27,55.1878,-159.5203,Alaska,1.8
mb80163444,2016,7,27,46.0183333,-112.4775,Montana,2.94
ak13831412,2016,7,27,61.0793,-152.2331,Alaska,1.5
ak13808979,2016,7,27,60.2799,-152.3027,Alaska,2.9
ci37641016,2016,7,27,33.8495,-117.4875,California,1.36
nc72667096,2016,7,27,35.7406667,-121.438,California,1.84
pr16209004,2016,7,27,18.9866,-65.2505,Puerto Rico,2.7
ak13831414,2016,7,27,52.5918,-166.5903,Alaska,2.1
ci37641032,2016,7,27,33.7351667,-115.94866670000002,California,1.02
nc72667106,2016,7,27,37.5753333,-118.8585,California,0.75
ak13831415,2016,7,27,61.6867,-151.3328,Alaska,1.4
ci37641064,2016,7,27,35.0581667,-118.3453333,California,0.9
ak13809431,2016,7,27,63.2885,-149.3678,Alaska,1.0
ak13831417,2016,7,27,58.2784,-151.2473,Alaska,1.8
ak13809853,2016,7,27,67.3656,-149.9578,Alaska,0.9
ak13809854,2016,7,27,61.3078,-152.4596,Alaska,2.0
ak13831420,2016,7,27,61.3199,-152.5167,Alaska,1.6
ak13831421,2016,7,27,61.3148,-152.5359,Alaska,1.0
ak13809857,2016,7,27,61.2971,-152.4237,Alaska,1.4
ak13831423,2016,7,27,52.7724,-168.6702,Alaska,1.8
ak13809859,2016,7,27,63.5041,-147.4457,Alaska,1.3
uw61172422,2016,7,27,46.2615,-122.20333329999998,Washington,0.51
ak13809862,2016,7,27,61.0448,-148.3254,Alaska,1.9
ak13809864,2016,7,27,59.556,-153.5477,Alaska,2.5
ak13809870,2016,7,27,64.8328,-149.0904,Alaska,0.9
uw61172437,2016,7,27,45.9655,-122.629,Washington,1.03
ak13809873,2016,7,27,64.7836,-147.2442,Alaska,0.2
uw61172452,2016,7,27,47.355,-119.2785,Washington,1.49
uw61172457,2016,7,27,46.606,-119.83983329999998,Washington,0.99
ci37641112,2016,7,27,33.6805,-116.8106667,California,0.68
ci37641120,2016,7,27,33.0428333,-114.9765,Mexico,1.15
uw61172462,2016,7,27,46.2443333,-123.1063333,Washington,1.36
ak13810299,2016,7,27,61.8735,-148.1367,Alaska,1.7
ci37641128,2016,7,27,35.5331667,-117.4345,California,0.89
uw61172467,2016,7,27,47.1195,-120.7686667,Washington,1.46
us100069h3,2016,7,27,-5.9001,145.8818,Papua New Guinea,4.2
ak13831430,2016,7,27,53.0238,-167.2729,Alaska,1.6
ak13810305,2016,7,27,62.947,-148.7739,Alaska,1.0
uu60156892,2016,7,27,44.72866670000001,-111.2005,Montana,1.24
ak13810729,2016,7,27,58.4159,-154.7655,Alaska,1.7
ak13810820,2016,7,27,63.5541,-147.3938,Alaska,0.9
ak13810819,2016,7,27,61.1827,-152.2379,Alaska,1.1
uw61172487,2016,7,27,48.0113333,-119.8786667,Washington,1.87
uw61172492,2016,7,27,49.425,-120.523,Canada,1.94
nc72667156,2016,7,27,40.2971667,-124.5011667,California,2.5
us100067wm,2016,7,27,39.4543,73.3421,Kyrgyzstan,4.6
ci37641144,2016,7,27,35.038000000000004,-117.6803333,California,1.82
nm60152891,2016,7,27,36.1005,-89.426,Tennessee,1.88
ak13810828,2016,7,27,63.8442,-148.78799999999995,Alaska,0.7
ak13831436,2016,7,27,54.9465,-160.3859,Alaska,2.1
ak13810834,2016,7,27,64.7299,-146.7726,Alaska,0.6
ci37641160,2016,7,27,33.7748333,-117.44866670000002,California,0.97
us100067x9,2016,7,27,-15.4456,-173.1647,Tonga,4.8
ci37641168,2016,7,27,36.0303333,-117.775,California,0.34
ak13811260,2016,7,27,55.4078,-158.4937,Alaska,2.3
nc72667176,2016,7,27,38.8311653,-122.7736664,California,0.93
nc72667181,2016,7,27,37.2006667,-118.4,California,1.88
ci37641176,2016,7,27,33.449,-116.462,California,1.64
ak13832313,2016,7,27,56.8766,-156.9522,Alaska,2.0
ak13811261,2016,7,27,51.3507,-174.28400000000005,Alaska,2.3
nm60152966,2016,7,27,35.4215,-93.0776667,Arkansas,2.76
ci37641192,2016,7,27,31.1293333,-114.0478333,Mexico,3.08
ci37143356,2016,7,27,36.0583333,-117.879,California,0.65
ak13811269,2016,7,27,62.2068,-153.4684,Alaska,1.4
us100067xj,2016,7,27,-30.3675,-71.6354,Chile,4.3
ak13811271,2016,7,27,64.2608,-149.8759,Alaska,0.6
us100069hu,2016,7,27,-4.8885,153.7064,Papua New Guinea,4.3
ci37641200,2016,7,27,33.9611667,-116.9105,California,0.62
us100069i2,2016,7,27,-25.9135,178.4949,South of the Fiji Islands,4.4
nc71104639,2016,7,27,37.1026667,-121.154,California,0.68
us10006bs3,2016,7,27,50.7456,174.99400000000003,Alaska,3.1
ak13832318,2016,7,27,59.8913,-152.2587,Alaska,1.2
ak13832319,2016,7,27,60.4989,-150.7259,Alaska,1.5
ci37641208,2016,7,27,33.6505,-116.78216670000002,California,0.74
nc72667201,2016,7,27,38.8168333,-122.817,California,0.23
nn00553602,2016,7,27,38.6668,-118.7643,Nevada,0.4
ak13811707,2016,7,27,60.1265,-140.9892,Alaska,1.6
nc71104644,2016,7,27,37.0341667,-121.19683329999998,California,0.49
hv61355286,2016,7,27,19.2946667,-155.0171667,Hawaii,1.76
ak13811717,2016,7,27,61.2486,-139.3301,Canada,1.3
pr16210000,2016,7,27,18.9834,-66.7925,Puerto Rico,2.8
us100067xv,2016,7,27,61.2297,-139.2366,Canada,3.7
nc72667211,2016,7,27,37.555,-118.9075,California,0.99
ci37641224,2016,7,27,33.9906667,-117.2443333,California,1.25
ci37641232,2016,7,27,33.6855,-116.6713333,California,0.71
ak13812167,2016,7,27,64.8504,-149.0505,Alaska,0.2
nn00553550,2016,7,27,38.2658,-118.7435,Nevada,1.7
ak13832324,2016,7,27,59.9332,-151.6507,Alaska,1.2
ak13832325,2016,7,27,51.1638,-179.1618,Alaska,1.9
ak13832326,2016,7,27,59.7084,-153.2323,Alaska,1.7
ci37641240,2016,7,27,33.5145,-116.4226667,California,1.74
mb80163534,2016,7,27,48.8751667,-112.1306667,Montana,2.02
ak13832327,2016,7,27,53.2254,-165.8291,Alaska,1.8
nc72667221,2016,7,27,38.7796669,-122.7241669,California,0.58
ak13832328,2016,7,27,58.5396,-136.9227,Alaska,1.9
ak13812182,2016,7,27,62.3426,-150.9251,Alaska,1.6
ak13832330,2016,7,27,52.8095,-166.7744,Alaska,2.1
nc72667246,2016,7,27,37.5061667,-119.0055,California,0.57
ci37641256,2016,7,27,33.5196667,-116.52133329999998,California,0.42
ak13832331,2016,7,27,58.6771,-152.8279,Alaska,1.5
nn00553605,2016,7,27,37.4176,-117.0073,Nevada,0.2
ak13812185,2016,7,27,51.4712,178.8021,Alaska,1.8
nn00553553,2016,7,27,35.6923,-115.1236,Nevada,1.4
ci37641264,2016,7,27,35.3395,-118.006,California,1.13
nc71104649,2016,7,27,37.033,-121.1961667,California,0.5
uw61172567,2016,7,27,46.9391667,-121.9333333,Washington,0.24
ci37641272,2016,7,27,33.5131667,-116.522,California,0.65
nc72667256,2016,7,27,38.7965012,-122.7946701,California,0.91
ci37641280,2016,7,27,33.2523333,-116.4063333,California,0.93
nc72667261,2016,7,27,38.7944984,-122.7990036,California,0.94
hv61355426,2016,7,27,19.612,-155.2628333,Hawaii,1.54
ak13812632,2016,7,27,62.9088,-151.0824,Alaska,1.4
nc72667266,2016,7,27,38.8226662,-122.7796631,California,0.92
ak13832335,2016,7,27,61.0653,-154.1183,Alaska,0.8
ak13832336,2016,7,28,57.7013,-155.5783,Alaska,1.7
hv61355456,2016,7,28,19.2019997,-155.41366580000005,Hawaii,2.12
nc72667276,2016,7,28,37.6411667,-118.9305,California,0.35
ak13812636,2016,7,28,63.4517,-147.82399999999996,Alaska,1.1
nn00553562,2016,7,28,41.8584,-119.6533,Oregon,1.1
nn00553567,2016,7,28,37.471,-113.9345,Utah,0.9
ci37641296,2016,7,28,33.7345,-115.9526667,California,0.84
nn00553557,2016,7,28,41.8477,-119.658,Oregon,2.1
ak13812639,2016,7,28,64.3928,-146.6322,Alaska,0.4
ak13812640,2016,7,28,61.2858,-151.6304,Alaska,1.6
nc72667296,2016,7,28,36.5923333,-121.1303333,California,1.13
pr16210001,2016,7,28,19.0373,-64.3435,British Virgin Islands,2.1
nc72667306,2016,7,28,35.5948333,-120.8835,California,1.18
ak13812641,2016,7,28,64.3436,-150.7385,Alaska,1.6
nc72667311,2016,7,28,37.4793333,-118.9851667,California,1.2
ak13812646,2016,7,28,60.3553,-147.7705,Alaska,1.7
nc72667316,2016,7,28,40.0425,-121.34883329999998,California,1.85
ci37641392,2016,7,28,33.5101667,-116.5275,California,2.05
ak13832343,2016,7,28,63.7026,-149.6378,Alaska,1.1
ci37641400,2016,7,28,33.5173333,-116.51583329999998,California,0.35
ak13812648,2016,7,28,59.7964,-153.0051,Alaska,1.9
ci37641408,2016,7,28,33.038000000000004,-116.36266670000002,California,1.16
nn00553580,2016,7,28,41.8456,-119.6456,Oregon,1.1
ak13832345,2016,7,28,52.684,-169.1817,Alaska,1.7
us100067z6,2016,7,28,42.9566,40.8998,Georgia,4.2
ci37641432,2016,7,28,33.4871667,-116.9063333,California,1.23
nc72667336,2016,7,28,38.81900020000001,-122.7898331,California,1.02
pr16210002,2016,7,28,18.3605,-65.02199999999999,U.S. Virgin Islands,2.2
nc72667341,2016,7,28,38.819,-122.79116670000002,California,1.36
ak13813096,2016,7,28,63.1628,-148.782,Alaska,0.5
uw61172602,2016,7,28,46.8546667,-121.75033329999998,Washington,1.1
nc72667356,2016,7,28,38.6791667,-119.82366670000002,Nevada,2.56
pr16210003,2016,7,28,17.892,-66.7545,Puerto Rico,1.5
pr16210004,2016,7,28,19.0774,-64.355,British Virgin Islands,2.4
nc72667361,2016,7,28,38.84000020000001,-122.8273315,California,0.87
nc72667366,2016,7,28,37.6208333,-118.84283329999998,California,0.47
pr16210005,2016,7,28,18.9195,-63.7612,British Virgin Islands,2.1
ci37641448,2016,7,28,36.026,-117.7673333,California,0.7
ak13832348,2016,7,28,60.3183,-147.7357,Alaska,1.4
ak13813553,2016,7,28,65.1005,-150.1644,Alaska,0.4
mb80163559,2016,7,28,44.7338333,-111.76833329999998,Montana,0.85
ak13832350,2016,7,28,61.9854,-148.3597,Alaska,1.1
ak13832351,2016,7,28,51.5273,178.3063,Alaska,2.1
nn00553578,2016,7,28,38.6982,-119.8061,Nevada,1.0
ak13813554,2016,7,28,63.2754,-150.4978,Alaska,1.3
nc72667391,2016,7,28,37.6216667,-118.88566670000002,California,0.25
mb80164349,2016,7,28,44.5528333,-114.5161667,Idaho,1.4
ak13813556,2016,7,28,63.0633,-151.494,Alaska,1.2
ci37641472,2016,7,28,33.585333299999995,-117.151,California,0.35
ak13813558,2016,7,28,61.3091,-152.4285,Alaska,1.7
ak13813560,2016,7,28,61.2911,-152.4551,Alaska,1.1
ak13832356,2016,7,28,51.6467,179.9092,Alaska,1.8
ak13813561,2016,7,28,61.2991,-152.4507,Alaska,2.1
ak13814022,2016,7,28,62.5478,-151.1535,Alaska,1.5
nn00553617,2016,7,28,38.6667,-119.3803,Nevada,1.0
nn00553571,2016,7,28,38.6894,-119.8113,Nevada,0.9
ci37641480,2016,7,28,35.9258333,-117.94983329999998,California,0.52
ak13814025,2016,7,28,61.7265,-148.1789,Alaska,1.9
ak13832360,2016,7,28,59.0436,-152.5599,Alaska,1.6
ak13814029,2016,7,28,63.9852,-148.8097,Alaska,1.1
nn00553581,2016,7,28,41.8432,-119.6405,Oregon,1.0
uu60156932,2016,7,28,39.1285,-110.8571667,Utah,0.74
nc72667421,2016,7,28,37.4613333,-118.86683329999998,California,0.61
ak13832363,2016,7,28,59.9198,-152.8465,Alaska,1.6
nn00553583,2016,7,28,41.8476,-119.6516,Oregon,1.1
uu60156942,2016,7,28,44.5753333,-110.76366670000002,Wyoming,1.33
nn00553584,2016,7,28,41.8519,-119.6461,Oregon,0.9
ak13814032,2016,7,28,63.2775,-151.1246,Alaska,0.6
nc72667426,2016,7,28,37.5115,-118.8035,California,0.84
uu60156947,2016,7,28,39.1273333,-110.85533329999998,Utah,1.8
pr16210006,2016,7,28,19.7007,-64.3908,British Virgin Islands,2.9
ak13814033,2016,7,28,63.2834,-151.1174,Alaska,0.9
ak13814034,2016,7,28,50.6235,175.9801,Alaska,2.9
nn00553585,2016,7,28,41.851000000000006,-119.6477,Oregon,1.2
ak13832367,2016,7,28,52.0942,-170.6218,Alaska,2.6
ci37641504,2016,7,28,34.5281667,-119.10966670000002,California,1.23
nc72667451,2016,7,28,37.4853333,-118.7741667,California,1.02
ak13814035,2016,7,28,63.4764,-148.9546,Alaska,0.6
ak13832369,2016,7,28,53.4178,-167.2798,Alaska,1.1
ci37641512,2016,7,28,34.0271667,-117.2266667,California,0.83
ci37641520,2016,7,28,33.6875,-116.7903333,California,0.92
nc72667456,2016,7,28,38.7765,-122.723,California,1.38
ak13814036,2016,7,28,52.6934,-166.6619,Alaska,1.9
ak13814038,2016,7,28,68.7606,-142.5006,Alaska,1.1
ak13832372,2016,7,28,60.1849,-152.5171,Alaska,1.2
nn00553586,2016,7,28,41.9676,-120.1726,Oregon,1.0
hv61355866,2016,7,28,19.4283333,-155.6106667,Hawaii,1.47
ak13814039,2016,7,28,61.0262,-146.7663,Alaska,2.1
uw61172647,2016,7,28,47.0706667,-121.8106667,Washington,0.5
nc72667461,2016,7,28,38.7943344,-122.7718353,California,0.88
nc72667471,2016,7,28,38.7518349,-122.7226639,California,1.06
ak13832374,2016,7,28,59.9036,-152.7005,Alaska,1.4
ak13814043,2016,7,28,61.1471,-150.9438,Alaska,1.2
pr16210007,2016,7,28,19.6149,-65.2881,Puerto Rico,2.6
pr16210008,2016,7,28,18.3805,-64.5873,British Virgin Islands,2.2
ci37641528,2016,7,28,33.9483333,-116.7331667,California,0.68
ak13814044,2016,7,28,61.0838,-148.5622,Alaska,1.6
ak13832377,2016,7,28,60.0372,-150.3999,Alaska,1.5
ak13814046,2016,7,28,68.9615,-147.5099,Alaska,2.4
ak13832379,2016,7,28,59.9948,-152.0532,Alaska,1.4
nn00553624,2016,7,28,37.2592,-117.3265,Nevada,1.2
ak13814049,2016,7,28,61.0663,-148.2406,Alaska,1.4
ak13814050,2016,7,28,60.8833,-140.5022,Alaska,1.3
uu60156977,2016,7,28,44.5768333,-110.75816670000002,Wyoming,2.16
pr16210009,2016,7,28,18.4454,-64.2626,British Virgin Islands,2.4
nc72667526,2016,7,28,38.793,-122.7588333,California,1.31
ak13814052,2016,7,28,62.4726,-148.6077,Alaska,1.5
ak13814053,2016,7,28,61.2863,-149.3592,Alaska,1.4
ak13814055,2016,7,28,51.7808,-177.2855,Alaska,1.4
nn00553599,2016,7,28,37.1517,-117.3861,Nevada,0.4
nn00553601,2016,7,28,37.1512,-117.3781,Nevada,0.6
ak13814513,2016,7,28,68.9415,-147.4935,Alaska,1.3
uu60156992,2016,7,28,44.5706667,-110.75983329999998,Wyoming,1.86
ak13832386,2016,7,28,58.4109,-153.7017,Alaska,1.8
ak13814515,2016,7,28,62.302,-150.0184,Alaska,1.9
ak13814519,2016,7,28,52.0702,177.3202,Alaska,2.1
nn00553610,2016,7,28,37.2661,-117.145,Nevada,0.3
pr16210010,2016,7,28,19.5503,-65.2685,Puerto Rico,3.1
ak13814521,2016,7,28,65.977,-147.7564,Alaska,1.4
ak13832392,2016,7,28,59.5384,-152.6402,Alaska,1.4
ak13814523,2016,7,28,63.0549,-150.9262,Alaska,1.8
ak13814526,2016,7,28,61.396,-149.8677,Alaska,1.1
nc72667536,2016,7,28,37.5921667,-118.94083329999998,California,0.5
ak13814527,2016,7,28,68.9428,-147.5063,Alaska,0.9
nc72667541,2016,7,28,37.5816667,-118.93883329999998,California,0.73
us1000681q,2016,7,28,36.6889,-98.2606,Oklahoma,2.7
ak13814528,2016,7,28,64.8939,-148.3138,Alaska,0.4
uu60157007,2016,7,28,44.5698333,-110.761,Wyoming,1.63
uu60157012,2016,7,28,44.5725,-110.7548333,Wyoming,0.74
ci37641560,2016,7,28,34.0753333,-116.68966670000002,California,0.88
ak13814529,2016,7,28,52.7623,-166.7218,Alaska,2.3
uu60157017,2016,7,28,44.5716667,-110.7626667,Wyoming,0.57
uu60009445,2016,7,28,44.5711667,-110.74783329999998,Wyoming,0.98
ak13832398,2016,7,28,61.5159,-146.6768,Alaska,1.2
ak13832399,2016,7,28,63.0933,-150.4281,Alaska,1.0
nc72667551,2016,7,28,35.7323333,-121.0626667,California,1.26
nc72667566,2016,7,28,37.5785,-118.84466670000002,California,2.25
ak13832400,2016,7,28,53.8178,-163.2453,Alaska,1.8
nn00553592,2016,7,28,38.2651,-118.728,Nevada,0.5
ci37641632,2016,7,28,33.9481667,-116.323,California,0.93
nc72667581,2016,7,28,38.8131667,-122.81683329999998,California,1.91
nc72667586,2016,7,28,38.8103333,-122.8195038,California,0.88
nn00553613,2016,7,28,38.6522,-118.7445,Nevada,0.4
ak13814533,2016,7,28,64.7505,-148.4959,Alaska,0.3
ci37641664,2016,7,28,33.5206667,-116.54966670000002,California,0.3
uu60157042,2016,7,28,44.572,-110.7541667,Wyoming,0.81
uw61172677,2016,7,28,41.8516667,-122.3303333,California,1.38
ci37641672,2016,7,28,33.962,-116.3305,California,1.25
us1000682i,2016,7,28,26.9417,53.7754,Iran,4.6
